role,title,company,city,location,description,skills,skill_count,combined_text,education,job_mode,experience_min,experience_max,days_ago,posted_date,salary_raw,salary_min,salary_max,salary_estimate,source,extracted_skills,extracted_skill_count
System Administrator,System Administrator / Sr. System Engineer,Cantik Technologies Pvt Ltd,Delhi,"Noida, Delhi / NCR, India",Windows Server Microsoft VMware Hyper-V Citrix Entra Id Netscaler Powershell,"active directory, ansible, aws, azure, bash, docker, hyper-v, kubernetes, linux, networking, powershell, terraform, vmware, windows server",14,"System Administrator active directory, ansible, aws, azure, bash, docker, hyper-v, kubernetes, linux, networking, powershell, terraform, vmware, windows server Windows Server Microsoft VMware Hyper-V Citrix Entra Id Netscaler Powershell B.Tech On-site Delhi",B.Tech,On-site,6,15,1,1 day ago,15-22 Lacs PA,1500000.0,2200000.0,1850000,Naukri,r,1
System Administrator,Senior Systems Administrator,Educe Solutions Pvt Ltd,Pune,"Pune(Kothrud +1), India",Team Handling Analytical Customer support Troubleshooting conflict resolution Management Skills communication Communication skills,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Team Handling Analytical Customer support Troubleshooting conflict resolution Management Skills communication Communication skills B.Tech On-site Pune",B.Tech,On-site,5,8,1,1 day ago,8-10 Lacs PA,800000.0,1000000.0,900000,Naukri,r,1
System Administrator,Windows System Administrator AWS & Azure,Honeybee Tech Solutions,Bengaluru,"Pune, Chennai, Bengaluru, India",Network Management TCP VTP ITSM CMDB GPO IP DNS,"active directory, ansible, aws, azure, bash, dns, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",14,"System Administrator active directory, ansible, aws, azure, bash, dns, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Network Management TCP VTP ITSM CMDB GPO IP DNS B.Tech On-site Bengaluru",B.Tech,On-site,12,15,2,2 days ago,20-25 Lacs PA,2000000.0,2500000.0,2250000,Naukri,r,1
System Administrator,LINUX/Windows/MAC System Administrator (On- Field),Infobot Technologies,Bengaluru,"Bengaluru, India",Linux Troubleshooting Windows Troubleshooting Mac Support OS Installation Outlook Configuration LAN Configuration Printer Support Hardware Support,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Linux Troubleshooting Windows Troubleshooting Mac Support OS Installation Outlook Configuration LAN Configuration Printer Support Hardware Support B.Tech On-site Bengaluru",B.Tech,On-site,1,6,1,1 day ago,2-5.5 Lacs PA,200000.0,550000.0,375000,Naukri,"linux, r",2
System Administrator,Infrastructure Specialist-System Administration,Ibm,Bengaluru,"Bengaluru, India",system administration kubernetes cloud security load balancing administration cybersecurity database administration docker,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server system administration kubernetes cloud security load balancing administration cybersecurity database administration docker B.Tech On-site Bengaluru",B.Tech,On-site,7,9,1,1 day ago,Not Disclosed,,,920000,Naukri,"kubernetes, docker, r",3
System Administrator,IT Security System Administrator,Mouser Electronics,Pune,"Pune, India",system administrator it security python network security oscp operating systems firewalls identity and access management,"active directory, ansible, aws, azure, bash, docker, firewalls, kubernetes, linux, network security, networking, powershell, python, terraform, vmware, windows server",16,"System Administrator active directory, ansible, aws, azure, bash, docker, firewalls, kubernetes, linux, network security, networking, powershell, python, terraform, vmware, windows server system administrator it security python network security oscp operating systems firewalls identity and access management B.Tech On-site Pune",B.Tech,On-site,4,9,1,1 day ago,Not Disclosed,,,740000,Naukri,"python, r",2
System Administrator,"System Administrator, Teamcenter Configurator",Sandvik Coromant,Bengaluru,"Pune, Bengaluru, India",PLM Mining variant configuration Drilling Change management Managed services CAD Manufacturing engineering,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server PLM Mining variant configuration Drilling Change management Managed services CAD Manufacturing engineering B.Tech On-site Bengaluru",B.Tech,On-site,4,8,2,2 days ago,Not Disclosed,,,740000,Naukri,r,1
System Administrator,Senior Systems Administrator,Alyssum Global Services,Noida,"Noida, India",Microsoft 365 Administration Linux environments Group policies Azure Networking protocols Switches and routers Windows Server Google Cloud Platform,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Microsoft 365 Administration Linux environments Group policies Azure Networking protocols Switches and routers Windows Server Google Cloud Platform B.Tech On-site Noida",B.Tech,On-site,10,15,1,1 day ago,Not Disclosed,,,1100000,Naukri,"azure, linux, r",3
System Administrator,System Administrator,Marigold International School,Bengaluru,"Bengaluru, India",system administration configuration installation troubleshooting System Administrator Administration System,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server system administration configuration installation troubleshooting System Administrator Administration System B.Tech On-site Bengaluru",B.Tech,On-site,5,8,1,1 day ago,Not Disclosed,,,800000,Naukri,r,1
System Administrator,iCIMS System Administrator,Symphonyincubator Business Services,Remote,"Remote, India",Icims System Administration UKG System Configuration System Installation Administration Systems Administration Installation,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Icims System Administration UKG System Configuration System Installation Administration Systems Administration Installation B.Tech Remote Remote",B.Tech,Remote,5,8,1,1 day ago,Not Disclosed,,,800000,Naukri,r,1
System Administrator,System Administrator,R.S Brothers,Other,India,System Administration Troubleshooting Wan / Lan LAN Troubleshooting Server Support Computer Hardware Serv Server,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server System Administration Troubleshooting Wan / Lan LAN Troubleshooting Server Support Computer Hardware Serv Server B.Tech On-site India",B.Tech,On-site,0,2,5,5 days ago,1.75-2.25 Lacs PA,175000.0,225000.0,200000,Naukri,r,1
System Administrator,Senior IT Systems Administrator,Circle Internet Tech,Bengaluru,"Bengaluru, India",Procurement Networking VPN DNS Windows Asset management Remote support DHCP,"active directory, ansible, aws, azure, bash, dhcp, dns, docker, kubernetes, linux, networking, powershell, terraform, vmware, vpn, windows server",16,"System Administrator active directory, ansible, aws, azure, bash, dhcp, dns, docker, kubernetes, linux, networking, powershell, terraform, vmware, vpn, windows server Procurement Networking VPN DNS Windows Asset management Remote support DHCP B.Tech Remote Bengaluru",B.Tech,Remote,4,9,7,1 week ago,Not Disclosed,,,740000,Naukri,r,1
System Administrator,Senior Atlassian Systems Administrator,Rapid7,Pune,"Pune, India",server python confluence configuration administration atlassian disaster recovery planning bitbucket,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, python, terraform, vmware, windows server",14,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, python, terraform, vmware, windows server server python confluence configuration administration atlassian disaster recovery planning bitbucket B.Tech On-site Pune",B.Tech,On-site,4,7,3,3 days ago,Not Disclosed,,,740000,Naukri,"python, r",2
System Administrator,Senior System Administrator,Programmers Io,Hyderabad,"Hyderabad, India",Windows Administration System Support System Administration Administration Senior System Microsoft Windows,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Windows Administration System Support System Administration Administration Senior System Microsoft Windows B.Tech On-site Hyderabad",B.Tech,On-site,6,8,1,1 day ago,Not Disclosed,,,860000,Naukri,r,1
System Administrator,"Lead II, System Administration",Kyndryl,Noida,"Noida, India","save Lead II, System Administration","active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server save Lead II, System Administration B.Tech On-site Noida",B.Tech,On-site,10,15,3,3 days ago,Not Disclosed,,,1100000,Naukri,r,1
System Administrator,HR System Support Administrator (6-Month FTC),Fe Fundinfo,Chennai,"Chennai, India",save HR System Support Administrator (6-Month FTC),"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server save HR System Support Administrator (6-Month FTC) B.Tech On-site Chennai",B.Tech,On-site,1,2,5,5 days ago,Not Disclosed,,,560000,Naukri,r,1
System Administrator,System Operations Engineer (Unix/Linux Admin),Teksystems,Bengaluru,"Hybrid - Hyderabad, Bengaluru, India",Linux Administration Ansible Iac RHEL Scripting Terraform Bash Scripting Bash,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Linux Administration Ansible Iac RHEL Scripting Terraform Bash Scripting Bash B.Tech Hybrid Bengaluru",B.Tech,Hybrid,5,10,7,1 week ago,Not Disclosed,,,800000,Naukri,"terraform, linux, r",3
System Administrator,OKTA Lead L3/L4 System Administration & Okta Workflows,Kyndryl,Bengaluru,"Bengaluru, India",Cism Administration Automation Employee engagement Active directory Workflow microsoft Monitoring,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Cism Administration Automation Employee engagement Active directory Workflow microsoft Monitoring B.Tech On-site Bengaluru",B.Tech,On-site,12,15,3,3 days ago,Not Disclosed,,,1220000,Naukri,r,1
System Administrator,Senior System Administrator,Leading Client,Pune,"Pune, India",System Administrator Azure Compliance Windows Server Network Security Dns Process Improvement Active Directory,"active directory, ansible, aws, azure, bash, dns, docker, kubernetes, linux, network security, networking, powershell, terraform, vmware, windows server",15,"System Administrator active directory, ansible, aws, azure, bash, dns, docker, kubernetes, linux, network security, networking, powershell, terraform, vmware, windows server System Administrator Azure Compliance Windows Server Network Security Dns Process Improvement Active Directory B.Tech On-site Pune",B.Tech,On-site,3,7,5,5 days ago,Not Disclosed,,,680000,Naukri,"azure, r",2
System Administrator,System Administrator ( Windows Servers ),Mancraft Consulting,Bengaluru,"Bengaluru, India",VMware SAN Networking Project management Active directory DNS microsoft CCNA,"active directory, ansible, aws, azure, bash, dns, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",14,"System Administrator active directory, ansible, aws, azure, bash, dns, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server VMware SAN Networking Project management Active directory DNS microsoft CCNA B.Tech On-site Bengaluru",B.Tech,On-site,7,9,7,1 week ago,Not Disclosed,,,920000,Naukri,r,1
System Administrator,"Senior System Administrator ELK, VMware",Rarr Technologies,Pune,"Pune, India",VMware Automation Infrastructure management Senior System Administrator Disaster recovery network services VMS System monitoring,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server VMware Automation Infrastructure management Senior System Administrator Disaster recovery network services VMS System monitoring B.Tech On-site Pune",B.Tech,On-site,5,7,5,5 days ago,Not Disclosed,,,800000,Naukri,r,1
System Administrator,Walk-in || System Administrator,Kovai Soft Technologies,Coimbatore,"Coimbatore, India",Outlook Configuration Web Hosting System Administration Firewall Configuration Mail Server Server Support OS Installation DNS Server,"active directory, ansible, aws, azure, bash, dns, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",14,"System Administrator active directory, ansible, aws, azure, bash, dns, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Outlook Configuration Web Hosting System Administration Firewall Configuration Mail Server Server Support OS Installation DNS Server B.Tech On-site Coimbatore",B.Tech,On-site,0,0,-1,25 May - 26 May,4-7 Lacs PA,400000.0,700000.0,550000,Naukri,r,1
System Administrator,IT Support & System Administrator,Turnaround International,Pune,"Pune, India",Hardware & Software Troubleshooting Desktop & Laptop Support Printer & Peripheral Support Desktop Support Installation & Configuration of IT Systems Firewall Server Monitoring & Maintenance LAN Support Firewall Software troubleshooting,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Hardware & Software Troubleshooting Desktop & Laptop Support Printer & Peripheral Support Desktop Support Installation & Configuration of IT Systems Firewall Server Monitoring & Maintenance LAN Support Firewall Software troubleshooting B.Tech On-site Pune",B.Tech,On-site,1,5,5,5 days ago,1.5-4.5 Lacs PA,150000.0,450000.0,300000,Naukri,r,1
System Administrator,System Administrator L1,Alaric Ventures,Other,India,Good Communication In English O365 Admin Desktop Support Server Printer Support Backup Antivirus Desktop,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Good Communication In English O365 Admin Desktop Support Server Printer Support Backup Antivirus Desktop B.Tech On-site India",B.Tech,On-site,1,3,1,1 day ago,Not Disclosed,,,560000,Naukri,r,1
System Administrator,Transport Management System Admin and Analyst,Markem Imaje India,Other,India,Transport Management System Administration Sap Transportation Management Tms Sap Tm Transport Management Management SAP,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Transport Management System Administration Sap Transportation Management Tms Sap Tm Transport Management Management SAP B.Tech On-site India",B.Tech,On-site,6,11,2,2 days ago,Not Disclosed,,,860000,Naukri,r,1
System Administrator,Infra Engineer System Administrator Collaboration & A/V Support,Bay Area Technology Solutions,Bengaluru,"Bengaluru, India",video management cloud PowerShell Active Directory integration Azure AWS Microsoft Graph API Microsoft,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server video management cloud PowerShell Active Directory integration Azure AWS Microsoft Graph API Microsoft B.Tech On-site Bengaluru",B.Tech,On-site,5,10,2,2 days ago,Not Disclosed,,,800000,Naukri,"aws, azure, r",3
System Administrator,System Administrator,Kovai Soft Technologies,Coimbatore,"Coimbatore, India",Outlook Configuration Email Configuration Software Firewall Server System Administration Administration Serv,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Outlook Configuration Email Configuration Software Firewall Server System Administration Administration Serv B.Tech On-site Coimbatore",B.Tech,On-site,5,8,1,1 day ago,Not Disclosed,,,800000,Naukri,r,1
System Administrator,IT System Administrator,Cheran Foundation Trust,Coimbatore,"Coimbatore, India",application software network engineering it systems administration hardware networking networking system administration technical support active directory,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server application software network engineering it systems administration hardware networking networking system administration technical support active directory B.Tech On-site Coimbatore",B.Tech,On-site,3,5,4,4 days ago,Not Disclosed,,,680000,Naukri,r,1
System Administrator,System Administrator,Rv Technologies,Other,India,VMware Automation Linux Analytical Social media MySQL Operations Analytics,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, mysql, networking, powershell, terraform, vmware, windows server",14,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, mysql, networking, powershell, terraform, vmware, windows server VMware Automation Linux Analytical Social media MySQL Operations Analytics B.Tech On-site India",B.Tech,On-site,1,5,3,3 days ago,Not Disclosed,,,560000,Naukri,"mysql, sql, linux, r",4
System Administrator,System Admin - IT Services,Acl Digital,Pune,"Pune, India",Desktop Support LAN Troubleshooting Outlook Configuration OS Installation Desktop Administration Desktop Troubleshooting Software Installation Hardware Troubleshooting,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Desktop Support LAN Troubleshooting Outlook Configuration OS Installation Desktop Administration Desktop Troubleshooting Software Installation Hardware Troubleshooting B.Tech On-site Pune",B.Tech,On-site,1,3,3,3 days ago,Not Disclosed,,,560000,Naukri,r,1
System Administrator,IT System Administrator,Vikram Tea,Other,India,5+ years in System Administration with Windows Server and Linux. Strong hands-on with Active Directory IT Support IT Infrastructure iSCSI GPO DNS System Administration NFS,"active directory, ansible, aws, azure, bash, dns, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",14,"System Administrator active directory, ansible, aws, azure, bash, dns, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server 5+ years in System Administration with Windows Server and Linux. Strong hands-on with Active Directory IT Support IT Infrastructure iSCSI GPO DNS System Administration NFS B.Tech On-site India",B.Tech,On-site,5,8,4,4 days ago,Not Disclosed,,,800000,Naukri,"linux, r",2
System Administrator,System Administrator,Haoda Payment Solutions,Chennai,"Chennai(Kilpauk), India",Network Engineering System Administration Tcp Ip Protocol VPN DNS Switch Configuration Disaster Recovery Router,"active directory, ansible, aws, azure, bash, dns, docker, kubernetes, linux, networking, powershell, terraform, vmware, vpn, windows server",15,"System Administrator active directory, ansible, aws, azure, bash, dns, docker, kubernetes, linux, networking, powershell, terraform, vmware, vpn, windows server Network Engineering System Administration Tcp Ip Protocol VPN DNS Switch Configuration Disaster Recovery Router B.Tech On-site Chennai",B.Tech,On-site,1,4,5,5 days ago,1.5-3 Lacs PA,150000.0,300000.0,225000,Naukri,r,1
System Administrator,System Administrator,Brennan It,Mumbai,"Mumbai, India",Printing VMware SAN Active directory DNS Customer service microsoft Virtualization,"active directory, ansible, aws, azure, bash, dns, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",14,"System Administrator active directory, ansible, aws, azure, bash, dns, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Printing VMware SAN Active directory DNS Customer service microsoft Virtualization B.Tech On-site Mumbai",B.Tech,On-site,2,7,3,3 days ago,Not Disclosed,,,620000,Naukri,r,1
System Administrator,IT System Administrator,Cheran Group,Coimbatore,"Coimbatore, India",switching server printers antivirus wan networking recovery network administration,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, switching, terraform, vmware, windows server",14,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, switching, terraform, vmware, windows server switching server printers antivirus wan networking recovery network administration B.Tech On-site Coimbatore",B.Tech,On-site,3,5,5,5 days ago,2.25-3.75 Lacs PA,225000.0,375000.0,300000,Naukri,r,1
System Administrator,Azure AD Intune-System Administrator,Yamaha Motor Solutions,Noida,"Faridabad, Greater Noida, India",azure ad System Administration Intune Administration System Azure Active Directory Microsoft Azure Advertising,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server azure ad System Administration Intune Administration System Azure Active Directory Microsoft Azure Advertising B.Tech On-site Noida",B.Tech,On-site,6,11,7,1 week ago,Not Disclosed,,,860000,Naukri,"azure, r",2
System Administrator,System Administrator,Race,Jaipur,"Jaipur, India",VMware ERP Content management Linux Configuration management Wordpress CMS Troubleshooting,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server VMware ERP Content management Linux Configuration management Wordpress CMS Troubleshooting B.Tech On-site Jaipur",B.Tech,On-site,5,10,3,3 days ago,Not Disclosed,,,800000,Naukri,"linux, r",2
System Administrator,System Administrator,Tru Realty,Pune,"Pune, India",IT Assest Management User Access Management System Administration Antivirus hardware Data Security & Backup Data Backup Backup,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server IT Assest Management User Access Management System Administration Antivirus hardware Data Security & Backup Data Backup Backup B.Tech On-site Pune",B.Tech,On-site,3,6,4,4 days ago,Not Disclosed,,,680000,Naukri,r,1
System Administrator,It System Administrator,Kovai Soft Technologies,Coimbatore,"Coimbatore, India",VPN Configuration Godaddy Cpanel AWS Firewall Outlook Configuration OS Installation RAG server monitoring,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, vpn, windows server",14,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, vpn, windows server VPN Configuration Godaddy Cpanel AWS Firewall Outlook Configuration OS Installation RAG server monitoring B.Tech On-site Coimbatore",B.Tech,On-site,3,7,5,5 days ago,4.5-5 Lacs PA,450000.0,500000.0,475000,Naukri,"aws, r",2
System Administrator,Urgent Opportunity For System administrator,Home Bazaar Services,Mumbai,"Navi Mumbai, India",System Administrator Firewall User Support OS Installation Server Support IT Asset Management Systems Engineer IT Administrator,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server System Administrator Firewall User Support OS Installation Server Support IT Asset Management Systems Engineer IT Administrator B.Tech On-site Mumbai",B.Tech,On-site,3,8,4,4 days ago,1-4.25 Lacs PA,100000.0,425000.0,262500,Naukri,r,1
System Administrator,System Administrator,Pentagon System And Services,Surat,"Surat, India",Windows Server Administration System Administration Active Directory Administration Windows Administration Windows System Administration Directory Administration Serv,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Windows Server Administration System Administration Active Directory Administration Windows Administration Windows System Administration Directory Administration Serv B.Tech On-site Surat",B.Tech,On-site,4,6,5,5 days ago,5-6 Lacs PA,500000.0,600000.0,550000,Naukri,r,1
System Administrator,System Administrator,Knowledgesprint Technologies,Hyderabad,"Hyderabad, India",VMware Linux Networking Access management Oracle DBA Windows Troubleshooting cisco,"active directory, ansible, aws, azure, bash, cisco, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",14,"System Administrator active directory, ansible, aws, azure, bash, cisco, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server VMware Linux Networking Access management Oracle DBA Windows Troubleshooting cisco B.Tech On-site Hyderabad",B.Tech,On-site,0,3,7,1 week ago,Not Disclosed,,,500000,Naukri,"linux, r",2
System Administrator,System Administrator,Ciber,Chennai,"Chennai, India",nas server python performance tuning configuration nagios vmware vsphere vmware,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, python, terraform, vmware, windows server",14,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, python, terraform, vmware, windows server nas server python performance tuning configuration nagios vmware vsphere vmware B.Tech On-site Chennai",B.Tech,On-site,8,13,5,5 days ago,Not Disclosed,,,980000,Naukri,"python, r",2
System Administrator,Siebel CRM Technical System Administration,Sunware Technologies,Chennai,"Chennai, India",Windows Server Administration VMware l2 GPO l3 Security Management Server Monitoring Performance Tuning,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Windows Server Administration VMware l2 GPO l3 Security Management Server Monitoring Performance Tuning B.Tech On-site Chennai",B.Tech,On-site,6,8,4,4 days ago,5-15 Lacs PA,500000.0,1500000.0,1000000,Naukri,r,1
System Administrator,System Administrator,Exito Media Concepts,Other,India,Linux Networking System maintenance data security data integrity Windows Technical support System Administrator,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Linux Networking System maintenance data security data integrity Windows Technical support System Administrator B.Tech On-site India",B.Tech,On-site,1,3,2,2 days ago,Not Disclosed,,,560000,Naukri,"linux, r",2
System Administrator,System Admin,Aurionpro,Mumbai,"Mumbai, Mumbai Suburban, Navi Mumbai, India",Azure Azure Cloud Cloud Azure Windows AWS Cloud Infrastructure Microsoft Windows Microsoft Azure,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Azure Azure Cloud Cloud Azure Windows AWS Cloud Infrastructure Microsoft Windows Microsoft Azure B.Tech On-site Mumbai",B.Tech,On-site,3,6,3,3 days ago,Not Disclosed,,,680000,Naukri,"aws, azure, r",3
System Administrator,Sr. System Admin,Leading Client,Bengaluru,"Bengaluru, India",aws erp sap network security security tools vmware chef dns,"active directory, ansible, aws, azure, bash, dns, docker, kubernetes, linux, network security, networking, powershell, terraform, vmware, windows server",15,"System Administrator active directory, ansible, aws, azure, bash, dns, docker, kubernetes, linux, network security, networking, powershell, terraform, vmware, windows server aws erp sap network security security tools vmware chef dns B.Tech On-site Bengaluru",B.Tech,On-site,7,12,1,1 day ago,Not Disclosed,,,920000,Naukri,"aws, r",2
System Administrator,IT Systems Administrator,Olympas Llc,Other,India,Endpoint Management Device Management Endpoint Security Office 365 Administration Mobile Device Management Online Windows Administration Azure Active Directory Online Microsoft Teams Exchange Microsoft Defender,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Endpoint Management Device Management Endpoint Security Office 365 Administration Mobile Device Management Online Windows Administration Azure Active Directory Online Microsoft Teams Exchange Microsoft Defender B.Tech On-site India",B.Tech,On-site,5,10,5,5 days ago,8-18 Lacs PA,800000.0,1800000.0,1300000,Naukri,"azure, r",2
System Administrator,System Administrator,Sentientgeeks Software And Consultancy,Kolkata,"Kolkata(Salt Lake), India",Networking Protocols Virtualization Firewall Linux Windows Server WAN LAN System administration,"active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server",13,"System Administrator active directory, ansible, aws, azure, bash, docker, kubernetes, linux, networking, powershell, terraform, vmware, windows server Networking Protocols Virtualization Firewall Linux Windows Server WAN LAN System administration B.Tech On-site Kolkata",B.Tech,On-site,0,4,7,1 week ago,Not Disclosed,,,500000,Naukri,"linux, r",2
